,State,Abbreviation,Year,variable,value
2243,Washington,WA,2009,Annual Change (%),-9.51
2244,Washington,WA,2010,Annual Change (%),-7.74
2245,Washington,WA,2011,Annual Change (%),-6.47
2246,Washington,WA,2012,Annual Change (%),-2.44
2247,Washington,WA,2013,Annual Change (%),4.80
2248,Washington,WA,2014,Annual Change (%),8.06
2249,Washington,WA,2015,Annual Change (%),7.14
2250,Washington,WA,2016,Annual Change (%),10.63
2251,Washington,WA,2017,Annual Change (%),10.08
2252,Washington,WA,2018,Annual Change (%),9.08
2253,Washington,WA,2019,Annual Change (%),5.64
2254,Washington,WA,2020,Annual Change (%),4.90
2255,Washington,WA,2021,Annual Change (%),14.19
2256,West Virginia,WV,1975,Annual Change (%),.
2257,West Virginia,WV,1976,Annual Change (%),1.16
2258,West Virginia,WV,1977,Annual Change (%),26.36
2259,West Virginia,WV,1978,Annual Change (%),2.64
2260,West Virginia,WV,1979,Annual Change (%),6.71
2261,West Virginia,WV,1980,Annual Change (%),13.79
2262,West Virginia,WV,1981,Annual Change (%),-1.09
2263,West Virginia,WV,1982,Annual Change (%),-20.06
2264,West Virginia,WV,1983,Annual Change (%),18.65
2265,West Virginia,WV,1984,Annual Change (%),-0.50
2266,West Virginia,WV,1985,Annual Change (%),-1.50
2267,West Virginia,WV,1986,Annual Change (%),3.58
2268,West Virginia,WV,1987,Annual Change (%),0.92
2269,West Virginia,WV,1988,Annual Change (%),0.90
2270,West Virginia,WV,1989,Annual Change (%),3.22
2271,West Virginia,WV,1990,Annual Change (%),2.21
2272,West Virginia,WV,1991,Annual Change (%),3.54
2273,West Virginia,WV,1992,Annual Change (%),3.05
2274,West Virginia,WV,1993,Annual Change (%),4.31
2275,West Virginia,WV,1994,Annual Change (%),5.23
2276,West Virginia,WV,1995,Annual Change (%),4.23
2277,West Virginia,WV,1996,Annual Change (%),3.42
2278,West Virginia,WV,1997,Annual Change (%),3.29
2279,West Virginia,WV,1998,Annual Change (%),3.42
2280,West Virginia,WV,1999,Annual Change (%),1.97
2281,West Virginia,WV,2000,Annual Change (%),2.48
2282,West Virginia,WV,2001,Annual Change (%),3.83
2283,West Virginia,WV,2002,Annual Change (%),2.32
2284,West Virginia,WV,2003,Annual Change (%),2.04
2285,West Virginia,WV,2004,Annual Change (%),5.30
2286,West Virginia,WV,2005,Annual Change (%),9.19
2287,West Virginia,WV,2006,Annual Change (%),5.18
2288,West Virginia,WV,2007,Annual Change (%),1.84
2289,West Virginia,WV,2008,Annual Change (%),-0.54
2290,West Virginia,WV,2009,Annual Change (%),-3.02
2291,West Virginia,WV,2010,Annual Change (%),-1.83
2292,West Virginia,WV,2011,Annual Change (%),-1.56
2293,West Virginia,WV,2012,Annual Change (%),-0.70
2294,West Virginia,WV,2013,Annual Change (%),1.37
2295,West Virginia,WV,2014,Annual Change (%),2.57
2296,West Virginia,WV,2015,Annual Change (%),1.76
2297,West Virginia,WV,2016,Annual Change (%),1.96
2298,West Virginia,WV,2017,Annual Change (%),0.93
2299,West Virginia,WV,2018,Annual Change (%),2.52
2300,West Virginia,WV,2019,Annual Change (%),2.09
2301,West Virginia,WV,2020,Annual Change (%),2.36
2302,West Virginia,WV,2021,Annual Change (%),7.87
2303,Wisconsin,WI,1975,Annual Change (%),.
2304,Wisconsin,WI,1976,Annual Change (%),3.55
2305,Wisconsin,WI,1977,Annual Change (%),14.95
2306,Wisconsin,WI,1978,Annual Change (%),15.94
2307,Wisconsin,WI,1979,Annual Change (%),11.23
2308,Wisconsin,WI,1980,Annual Change (%),4.23
2309,Wisconsin,WI,1981,Annual Change (%),-2.18
2310,Wisconsin,WI,1982,Annual Change (%),-2.04
2311,Wisconsin,WI,1983,Annual Change (%),8.90
2312,Wisconsin,WI,1984,Annual Change (%),0.95
2313,Wisconsin,WI,1985,Annual Change (%),2.25
2314,Wisconsin,WI,1986,Annual Change (%),2.34
2315,Wisconsin,WI,1987,Annual Change (%),1.61
2316,Wisconsin,WI,1988,Annual Change (%),6.15
2317,Wisconsin,WI,1989,Annual Change (%),5.95
2318,Wisconsin,WI,1990,Annual Change (%),4.89
2319,Wisconsin,WI,1991,Annual Change (%),4.27
2320,Wisconsin,WI,1992,Annual Change (%),3.95
2321,Wisconsin,WI,1993,Annual Change (%),4.50
2322,Wisconsin,WI,1994,Annual Change (%),6.88
2323,Wisconsin,WI,1995,Annual Change (%),7.84
2324,Wisconsin,WI,1996,Annual Change (%),3.64
2325,Wisconsin,WI,1997,Annual Change (%),4.57
2326,Wisconsin,WI,1998,Annual Change (%),2.88
2327,Wisconsin,WI,1999,Annual Change (%),4.54
2328,Wisconsin,WI,2000,Annual Change (%),6.41
2329,Wisconsin,WI,2001,Annual Change (%),5.15
2330,Wisconsin,WI,2002,Annual Change (%),3.86
2331,Wisconsin,WI,2003,Annual Change (%),3.27
2332,Wisconsin,WI,2004,Annual Change (%),7.41
2333,Wisconsin,WI,2005,Annual Change (%),8.18
2334,Wisconsin,WI,2006,Annual Change (%),3.50
2335,Wisconsin,WI,2007,Annual Change (%),1.09
2336,Wisconsin,WI,2008,Annual Change (%),-1.24
2337,Wisconsin,WI,2009,Annual Change (%),-3.80
2338,Wisconsin,WI,2010,Annual Change (%),-4.16
2339,Wisconsin,WI,2011,Annual Change (%),-3.23
2340,Wisconsin,WI,2012,Annual Change (%),-1.73
2341,Wisconsin,WI,2013,Annual Change (%),-0.18
2342,Wisconsin,WI,2014,Annual Change (%),1.69
2343,Wisconsin,WI,2015,Annual Change (%),2.78
2344,Wisconsin,WI,2016,Annual Change (%),4.00
2345,Wisconsin,WI,2017,Annual Change (%),5.06
2346,Wisconsin,WI,2018,Annual Change (%),5.49
2347,Wisconsin,WI,2019,Annual Change (%),4.69
2348,Wisconsin,WI,2020,Annual Change (%),2.50
2349,Wisconsin,WI,2021,Annual Change (%),9.81
2350,Wyoming,WY,1975,Annual Change (%),.
2351,Wyoming,WY,1976,Annual Change (%),16.46
2352,Wyoming,WY,1977,Annual Change (%),14.60
2353,Wyoming,WY,1978,Annual Change (%),14.94
2354,Wyoming,WY,1979,Annual Change (%),22.60
2355,Wyoming,WY,1980,Annual Change (%),5.96
2356,Wyoming,WY,1981,Annual Change (%),13.31
2357,Wyoming,WY,1982,Annual Change (%),1.42
2358,Wyoming,WY,1983,Annual Change (%),-7.52
2359,Wyoming,WY,1984,Annual Change (%),-6.00
2360,Wyoming,WY,1985,Annual Change (%),-3.47
2361,Wyoming,WY,1986,Annual Change (%),-0.28
2362,Wyoming,WY,1987,Annual Change (%),-8.58
2363,Wyoming,WY,1988,Annual Change (%),-8.23
2364,Wyoming,WY,1989,Annual Change (%),4.64
2365,Wyoming,WY,1990,Annual Change (%),6.44
2366,Wyoming,WY,1991,Annual Change (%),5.91
2367,Wyoming,WY,1992,Annual Change (%),5.42
2368,Wyoming,WY,1993,Annual Change (%),7.34
2369,Wyoming,WY,1994,Annual Change (%),8.38
2370,Wyoming,WY,1995,Annual Change (%),9.00
2371,Wyoming,WY,1996,Annual Change (%),3.92
2372,Wyoming,WY,1997,Annual Change (%),3.27
2373,Wyoming,WY,1998,Annual Change (%),2.98
2374,Wyoming,WY,1999,Annual Change (%),2.36
2375,Wyoming,WY,2000,Annual Change (%),4.90
2376,Wyoming,WY,2001,Annual Change (%),5.64
2377,Wyoming,WY,2002,Annual Change (%),5.51
2378,Wyoming,WY,2003,Annual Change (%),4.91
2379,Wyoming,WY,2004,Annual Change (%),8.70
2380,Wyoming,WY,2005,Annual Change (%),11.50
2381,Wyoming,WY,2006,Annual Change (%),12.16
2382,Wyoming,WY,2007,Annual Change (%),9.14
2383,Wyoming,WY,2008,Annual Change (%),2.06
2384,Wyoming,WY,2009,Annual Change (%),-2.41
2385,Wyoming,WY,2010,Annual Change (%),-3.54
2386,Wyoming,WY,2011,Annual Change (%),-1.57
2387,Wyoming,WY,2012,Annual Change (%),1.02
2388,Wyoming,WY,2013,Annual Change (%),2.23
2389,Wyoming,WY,2014,Annual Change (%),3.43
2390,Wyoming,WY,2015,Annual Change (%),3.09
2391,Wyoming,WY,2016,Annual Change (%),1.91
2392,Wyoming,WY,2017,Annual Change (%),1.53
2393,Wyoming,WY,2018,Annual Change (%),3.52
2394,Wyoming,WY,2019,Annual Change (%),4.36
2395,Wyoming,WY,2020,Annual Change (%),3.72
2396,Wyoming,WY,2021,Annual Change (%),9.36
2397,Alabama,AL,1975,HPI Index,100.0
2398,Alabama,AL,1976,HPI Index,106.7
2399,Alabama,AL,1977,HPI Index,117.37
2400,Alabama,AL,1978,HPI Index,127.21
2401,Alabama,AL,1979,HPI Index,140.86
2402,Alabama,AL,1980,HPI Index,147.64
2403,Alabama,AL,1981,HPI Index,154.18
2404,Alabama,AL,1982,HPI Index,153.94
2405,Alabama,AL,1983,HPI Index,161.67
2406,Alabama,AL,1984,HPI Index,170.27
2407,Alabama,AL,1985,HPI Index,174.93
2408,Alabama,AL,1986,HPI Index,183.11
2409,Alabama,AL,1987,HPI Index,189.71
2410,Alabama,AL,1988,HPI Index,194.38
2411,Alabama,AL,1989,HPI Index,197.65
2412,Alabama,AL,1990,HPI Index,201.03
2413,Alabama,AL,1991,HPI Index,205.78
2414,Alabama,AL,1992,HPI Index,211.44
2415,Alabama,AL,1993,HPI Index,218.36
2416,Alabama,AL,1994,HPI Index,225.72
2417,Alabama,AL,1995,HPI Index,235.15
2418,Alabama,AL,1996,HPI Index,242.93
2419,Alabama,AL,1997,HPI Index,252.02
2420,Alabama,AL,1998,HPI Index,261.49
2421,Alabama,AL,1999,HPI Index,268.04
2422,Alabama,AL,2000,HPI Index,276.56
2423,Alabama,AL,2001,HPI Index,288.07
2424,Alabama,AL,2002,HPI Index,294.23
2425,Alabama,AL,2003,HPI Index,300.95
2426,Alabama,AL,2004,HPI Index,310.72
2427,Alabama,AL,2005,HPI Index,331.3
2428,Alabama,AL,2006,HPI Index,356.99
2429,Alabama,AL,2007,HPI Index,371.57
2430,Alabama,AL,2008,HPI Index,374.56
2431,Alabama,AL,2009,HPI Index,365.94
2432,Alabama,AL,2010,HPI Index,350.19
2433,Alabama,AL,2011,HPI Index,338.24
2434,Alabama,AL,2012,HPI Index,333.11
2435,Alabama,AL,2013,HPI Index,331.18
2436,Alabama,AL,2014,HPI Index,335.83
2437,Alabama,AL,2015,HPI Index,343.23
2438,Alabama,AL,2016,HPI Index,352.3
2439,Alabama,AL,2017,HPI Index,363.31
2440,Alabama,AL,2018,HPI Index,379.21
2441,Alabama,AL,2019,HPI Index,396.15
2442,Alabama,AL,2020,HPI Index,411.09
2443,Alabama,AL,2021,HPI Index,453.77
2444,Alaska,AK,1975,HPI Index,100.0
2445,Alaska,AK,1976,HPI Index,109.14
2446,Alaska,AK,1977,HPI Index,118.25
2447,Alaska,AK,1978,HPI Index,130.4
2448,Alaska,AK,1979,HPI Index,145.2
2449,Alaska,AK,1980,HPI Index,136.59
2450,Alaska,AK,1981,HPI Index,165.56
2451,Alaska,AK,1982,HPI Index,206.92
2452,Alaska,AK,1983,HPI Index,219.07
2453,Alaska,AK,1984,HPI Index,234.47
2454,Alaska,AK,1985,HPI Index,221.65
2455,Alaska,AK,1986,HPI Index,213.35
2456,Alaska,AK,1987,HPI Index,180.54
2457,Alaska,AK,1988,HPI Index,192.05
2458,Alaska,AK,1989,HPI Index,172.61
2459,Alaska,AK,1990,HPI Index,174.21
2460,Alaska,AK,1991,HPI Index,196.71
2461,Alaska,AK,1992,HPI Index,204.06
2462,Alaska,AK,1993,HPI Index,207.15
2463,Alaska,AK,1994,HPI Index,215.68
2464,Alaska,AK,1995,HPI Index,226.0
2465,Alaska,AK,1996,HPI Index,234.97
2466,Alaska,AK,1997,HPI Index,241.79
2467,Alaska,AK,1998,HPI Index,247.84
2468,Alaska,AK,1999,HPI Index,257.04
2469,Alaska,AK,2000,HPI Index,262.52
2470,Alaska,AK,2001,HPI Index,275.83
2471,Alaska,AK,2002,HPI Index,288.45
2472,Alaska,AK,2003,HPI Index,298.0
2473,Alaska,AK,2004,HPI Index,328.31
2474,Alaska,AK,2005,HPI Index,369.77
2475,Alaska,AK,2006,HPI Index,406.52
2476,Alaska,AK,2007,HPI Index,420.06
2477,Alaska,AK,2008,HPI Index,418.92
2478,Alaska,AK,2009,HPI Index,413.8
2479,Alaska,AK,2010,HPI Index,411.86
2480,Alaska,AK,2011,HPI Index,413.82
2481,Alaska,AK,2012,HPI Index,414.58
2482,Alaska,AK,2013,HPI Index,425.82
2483,Alaska,AK,2014,HPI Index,436.34
2484,Alaska,AK,2015,HPI Index,450.15
2485,Alaska,AK,2016,HPI Index,458.39
2486,Alaska,AK,2017,HPI Index,464.6
2487,Alaska,AK,2018,HPI Index,470.84
2488,Alaska,AK,2019,HPI Index,481.86
2489,Alaska,AK,2020,HPI Index,492.31
2490,Alaska,AK,2021,HPI Index,525.17
2491,Arizona,AZ,1975,HPI Index,100.0
2492,Arizona,AZ,1976,HPI Index,103.66
2493,Arizona,AZ,1977,HPI Index,112.22
2494,Arizona,AZ,1978,HPI Index,129.34
2495,Arizona,AZ,1979,HPI Index,158.26
2496,Arizona,AZ,1980,HPI Index,176.74
2497,Arizona,AZ,1981,HPI Index,190.87
2498,Arizona,AZ,1982,HPI Index,181.79
2499,Arizona,AZ,1983,HPI Index,200.47
2500,Arizona,AZ,1984,HPI Index,209.24
2501,Arizona,AZ,1985,HPI Index,216.48
2502,Arizona,AZ,1986,HPI Index,228.12
2503,Arizona,AZ,1987,HPI Index,230.44
2504,Arizona,AZ,1988,HPI Index,228.37
2505,Arizona,AZ,1989,HPI Index,227.24
2506,Arizona,AZ,1990,HPI Index,226.39
2507,Arizona,AZ,1991,HPI Index,231.23
2508,Arizona,AZ,1992,HPI Index,236.25
2509,Arizona,AZ,1993,HPI Index,240.91
2510,Arizona,AZ,1994,HPI Index,252.24
2511,Arizona,AZ,1995,HPI Index,268.9
2512,Arizona,AZ,1996,HPI Index,279.98
2513,Arizona,AZ,1997,HPI Index,291.62
2514,Arizona,AZ,1998,HPI Index,304.62
2515,Arizona,AZ,1999,HPI Index,317.11
2516,Arizona,AZ,2000,HPI Index,339.02
2517,Arizona,AZ,2001,HPI Index,359.75
2518,Arizona,AZ,2002,HPI Index,377.95
2519,Arizona,AZ,2003,HPI Index,393.21
2520,Arizona,AZ,2004,HPI Index,438.22
2521,Arizona,AZ,2005,HPI Index,570.04
2522,Arizona,AZ,2006,HPI Index,671.11
2523,Arizona,AZ,2007,HPI Index,666.84
2524,Arizona,AZ,2008,HPI Index,586.42
2525,Arizona,AZ,2009,HPI Index,477.62
2526,Arizona,AZ,2010,HPI Index,415.02
2527,Arizona,AZ,2011,HPI Index,372.88
2528,Arizona,AZ,2012,HPI Index,388.84
2529,Arizona,AZ,2013,HPI Index,434.87
2530,Arizona,AZ,2014,HPI Index,478.74
2531,Arizona,AZ,2015,HPI Index,505.33
2532,Arizona,AZ,2016,HPI Index,540.75
2533,Arizona,AZ,2017,HPI Index,580.68
2534,Arizona,AZ,2018,HPI Index,625.48
2535,Arizona,AZ,2019,HPI Index,668.25
2536,Arizona,AZ,2020,HPI Index,711.54
2537,Arizona,AZ,2021,HPI Index,842.5
2538,Arkansas,AR,1975,HPI Index,100.0
2539,Arkansas,AR,1976,HPI Index,109.98
2540,Arkansas,AR,1977,HPI Index,122.6
2541,Arkansas,AR,1978,HPI Index,133.0
2542,Arkansas,AR,1979,HPI Index,152.93
2543,Arkansas,AR,1980,HPI Index,164.02
2544,Arkansas,AR,1981,HPI Index,171.46
2545,Arkansas,AR,1982,HPI Index,171.61
2546,Arkansas,AR,1983,HPI Index,186.22
2547,Arkansas,AR,1984,HPI Index,191.12
2548,Arkansas,AR,1985,HPI Index,193.99
2549,Arkansas,AR,1986,HPI Index,200.32
2550,Arkansas,AR,1987,HPI Index,201.71
2551,Arkansas,AR,1988,HPI Index,199.66
2552,Arkansas,AR,1989,HPI Index,200.08
2553,Arkansas,AR,1990,HPI Index,201.88
2554,Arkansas,AR,1991,HPI Index,205.65
2555,Arkansas,AR,1992,HPI Index,210.68
2556,Arkansas,AR,1993,HPI Index,218.91
2557,Arkansas,AR,1994,HPI Index,229.89
2558,Arkansas,AR,1995,HPI Index,242.16
2559,Arkansas,AR,1996,HPI Index,249.11
2560,Arkansas,AR,1997,HPI Index,255.95
2561,Arkansas,AR,1998,HPI Index,263.49
2562,Arkansas,AR,1999,HPI Index,269.29
2563,Arkansas,AR,2000,HPI Index,277.1
2564,Arkansas,AR,2001,HPI Index,289.72
2565,Arkansas,AR,2002,HPI Index,297.44
2566,Arkansas,AR,2003,HPI Index,305.18
2567,Arkansas,AR,2004,HPI Index,321.95
2568,Arkansas,AR,2005,HPI Index,344.62
2569,Arkansas,AR,2006,HPI Index,364.77
2570,Arkansas,AR,2007,HPI Index,373.61
2571,Arkansas,AR,2008,HPI Index,371.9
2572,Arkansas,AR,2009,HPI Index,364.4
2573,Arkansas,AR,2010,HPI Index,354.03
2574,Arkansas,AR,2011,HPI Index,347.94
2575,Arkansas,AR,2012,HPI Index,347.54
2576,Arkansas,AR,2013,HPI Index,351.67
2577,Arkansas,AR,2014,HPI Index,356.7
2578,Arkansas,AR,2015,HPI Index,364.88
2579,Arkansas,AR,2016,HPI Index,373.54
2580,Arkansas,AR,2017,HPI Index,386.97
2581,Arkansas,AR,2018,HPI Index,402.43
2582,Arkansas,AR,2019,HPI Index,415.55
2583,Arkansas,AR,2020,HPI Index,426.12
2584,Arkansas,AR,2021,HPI Index,472.36
2585,California,CA,1975,HPI Index,100.0
2586,California,CA,1976,HPI Index,114.22
2587,California,CA,1977,HPI Index,138.86
2588,California,CA,1978,HPI Index,163.22
2589,California,CA,1979,HPI Index,189.24
2590,California,CA,1980,HPI Index,219.48
2591,California,CA,1981,HPI Index,241.74
2592,California,CA,1982,HPI Index,234.3
2593,California,CA,1983,HPI Index,247.82
2594,California,CA,1984,HPI Index,255.12
2595,California,CA,1985,HPI Index,269.05
2596,California,CA,1986,HPI Index,285.27
2597,California,CA,1987,HPI Index,309.1
2598,California,CA,1988,HPI Index,359.84
2599,California,CA,1989,HPI Index,439.36
2600,California,CA,1990,HPI Index,468.12
2601,California,CA,1991,HPI Index,466.26
2602,California,CA,1992,HPI Index,458.56
2603,California,CA,1993,HPI Index,435.31
2604,California,CA,1994,HPI Index,421.88
2605,California,CA,1995,HPI Index,411.21
2606,California,CA,1996,HPI Index,410.87
2607,California,CA,1997,HPI Index,422.19
2608,California,CA,1998,HPI Index,456.39
2609,California,CA,1999,HPI Index,487.32
2610,California,CA,2000,HPI Index,555.09
2611,California,CA,2001,HPI Index,620.36
2612,California,CA,2002,HPI Index,685.09
2613,California,CA,2003,HPI Index,750.38
2614,California,CA,2004,HPI Index,896.12
2615,California,CA,2005,HPI Index,1117.57
2616,California,CA,2006,HPI Index,1233.28
2617,California,CA,2007,HPI Index,1184.78
2618,California,CA,2008,HPI Index,956.03
2619,California,CA,2009,HPI Index,812.2
2620,California,CA,2010,HPI Index,786.29
2621,California,CA,2011,HPI Index,741.79
2622,California,CA,2012,HPI Index,740.79
2623,California,CA,2013,HPI Index,817.97
2624,California,CA,2014,HPI Index,930.87
2625,California,CA,2015,HPI Index,984.45
2626,California,CA,2016,HPI Index,1061.27
2627,California,CA,2017,HPI Index,1129.38
2628,California,CA,2018,HPI Index,1201.82
2629,California,CA,2019,HPI Index,1241.46
2630,California,CA,2020,HPI Index,1270.72
2631,California,CA,2021,HPI Index,1430.94
2632,Colorado,CO,1975,HPI Index,100.0
2633,Colorado,CO,1976,HPI Index,108.73
2634,Colorado,CO,1977,HPI Index,123.83
2635,Colorado,CO,1978,HPI Index,145.6
2636,Colorado,CO,1979,HPI Index,170.48
2637,Colorado,CO,1980,HPI Index,186.27
2638,Colorado,CO,1981,HPI Index,199.39
2639,Colorado,CO,1982,HPI Index,223.01
2640,Colorado,CO,1983,HPI Index,227.44
2641,Colorado,CO,1984,HPI Index,227.86
2642,Colorado,CO,1985,HPI Index,228.55
2643,Colorado,CO,1986,HPI Index,232.06
2644,Colorado,CO,1987,HPI Index,229.58
2645,Colorado,CO,1988,HPI Index,224.56
2646,Colorado,CO,1989,HPI Index,226.57
2647,Colorado,CO,1990,HPI Index,231.83
2648,Colorado,CO,1991,HPI Index,239.54
2649,Colorado,CO,1992,HPI Index,253.03
2650,Colorado,CO,1993,HPI Index,274.66
2651,Colorado,CO,1994,HPI Index,301.97
2652,Colorado,CO,1995,HPI Index,329.2
2653,Colorado,CO,1996,HPI Index,344.88
2654,Colorado,CO,1997,HPI Index,363.4
2655,Colorado,CO,1998,HPI Index,380.73
2656,Colorado,CO,1999,HPI Index,408.94
2657,Colorado,CO,2000,HPI Index,462.35
2658,Colorado,CO,2001,HPI Index,499.95
2659,Colorado,CO,2002,HPI Index,520.97
2660,Colorado,CO,2003,HPI Index,525.59
2661,Colorado,CO,2004,HPI Index,541.16
2662,Colorado,CO,2005,HPI Index,567.94
2663,Colorado,CO,2006,HPI Index,587.15
2664,Colorado,CO,2007,HPI Index,591.85
2665,Colorado,CO,2008,HPI Index,585.32
2666,Colorado,CO,2009,HPI Index,575.7
2667,Colorado,CO,2010,HPI Index,552.14
2668,Colorado,CO,2011,HPI Index,534.87
2669,Colorado,CO,2012,HPI Index,538.81
2670,Colorado,CO,2013,HPI Index,567.47
2671,Colorado,CO,2014,HPI Index,619.27
2672,Colorado,CO,2015,HPI Index,677.59
2673,Colorado,CO,2016,HPI Index,747.34
2674,Colorado,CO,2017,HPI Index,812.22
2675,Colorado,CO,2018,HPI Index,878.33
2676,Colorado,CO,2019,HPI Index,919.76
2677,Colorado,CO,2020,HPI Index,944.54
2678,Colorado,CO,2021,HPI Index,1066.08
2679,Connecticut,CT,1975,HPI Index,100.0
2680,Connecticut,CT,1976,HPI Index,106.17
2681,Connecticut,CT,1977,HPI Index,111.8
2682,Connecticut,CT,1978,HPI Index,131.41
2683,Connecticut,CT,1979,HPI Index,156.86
2684,Connecticut,CT,1980,HPI Index,167.31
2685,Connecticut,CT,1981,HPI Index,180.82
2686,Connecticut,CT,1982,HPI Index,187.74
2687,Connecticut,CT,1983,HPI Index,201.7
2688,Connecticut,CT,1984,HPI Index,227.38
2689,Connecticut,CT,1985,HPI Index,257.83
2690,Connecticut,CT,1986,HPI Index,304.66
2691,Connecticut,CT,1987,HPI Index,369.07
2692,Connecticut,CT,1988,HPI Index,411.41
2693,Connecticut,CT,1989,HPI Index,406.67
2694,Connecticut,CT,1990,HPI Index,386.56
2695,Connecticut,CT,1991,HPI Index,365.05
2696,Connecticut,CT,1992,HPI Index,358.97
2697,Connecticut,CT,1993,HPI Index,348.86
2698,Connecticut,CT,1994,HPI Index,341.82
2699,Connecticut,CT,1995,HPI Index,339.24
2700,Connecticut,CT,1996,HPI Index,343.08
2701,Connecticut,CT,1997,HPI Index,346.83
2702,Connecticut,CT,1998,HPI Index,361.53
2703,Connecticut,CT,1999,HPI Index,379.17
2704,Connecticut,CT,2000,HPI Index,414.3
2705,Connecticut,CT,2001,HPI Index,446.38
2706,Connecticut,CT,2002,HPI Index,484.06
2707,Connecticut,CT,2003,HPI Index,513.68
2708,Connecticut,CT,2004,HPI Index,570.43
2709,Connecticut,CT,2005,HPI Index,641.0
2710,Connecticut,CT,2006,HPI Index,678.21
2711,Connecticut,CT,2007,HPI Index,678.85
2712,Connecticut,CT,2008,HPI Index,654.38
2713,Connecticut,CT,2009,HPI Index,607.59
2714,Connecticut,CT,2010,HPI Index,583.05
2715,Connecticut,CT,2011,HPI Index,562.14
2716,Connecticut,CT,2012,HPI Index,545.48
2717,Connecticut,CT,2013,HPI Index,541.35
2718,Connecticut,CT,2014,HPI Index,541.44
2719,Connecticut,CT,2015,HPI Index,548.7
2720,Connecticut,CT,2016,HPI Index,549.37
2721,Connecticut,CT,2017,HPI Index,555.66
2722,Connecticut,CT,2018,HPI Index,564.6
2723,Connecticut,CT,2019,HPI Index,576.74
2724,Connecticut,CT,2020,HPI Index,593.57
2725,Connecticut,CT,2021,HPI Index,663.63
2726,Delaware,DE,1975,HPI Index,100.0
2727,Delaware,DE,1976,HPI Index,104.42
2728,Delaware,DE,1977,HPI Index,101.3
2729,Delaware,DE,1978,HPI Index,108.59
2730,Delaware,DE,1979,HPI Index,115.33
2731,Delaware,DE,1980,HPI Index,133.7
2732,Delaware,DE,1981,HPI Index,145.05
2733,Delaware,DE,1982,HPI Index,148.6
2734,Delaware,DE,1983,HPI Index,155.49
2735,Delaware,DE,1984,HPI Index,169.66
2736,Delaware,DE,1985,HPI Index,182.12
2737,Delaware,DE,1986,HPI Index,199.87
2738,Delaware,DE,1987,HPI Index,222.1
2739,Delaware,DE,1988,HPI Index,249.54
2740,Delaware,DE,1989,HPI Index,273.5
2741,Delaware,DE,1990,HPI Index,280.61
2742,Delaware,DE,1991,HPI Index,284.32
2743,Delaware,DE,1992,HPI Index,285.54
2744,Delaware,DE,1993,HPI Index,284.6
2745,Delaware,DE,1994,HPI Index,281.19
2746,Delaware,DE,1995,HPI Index,281.29
2747,Delaware,DE,1996,HPI Index,286.08
2748,Delaware,DE,1997,HPI Index,289.92
2749,Delaware,DE,1998,HPI Index,297.52
2750,Delaware,DE,1999,HPI Index,307.89
2751,Delaware,DE,2000,HPI Index,327.27
2752,Delaware,DE,2001,HPI Index,349.98
2753,Delaware,DE,2002,HPI Index,374.3
2754,Delaware,DE,2003,HPI Index,398.6
2755,Delaware,DE,2004,HPI Index,449.85
2756,Delaware,DE,2005,HPI Index,520.97
2757,Delaware,DE,2006,HPI Index,566.9
2758,Delaware,DE,2007,HPI Index,582.01
2759,Delaware,DE,2008,HPI Index,564.77
2760,Delaware,DE,2009,HPI Index,527.5
2761,Delaware,DE,2010,HPI Index,502.61
2762,Delaware,DE,2011,HPI Index,474.84
2763,Delaware,DE,2012,HPI Index,460.93
2764,Delaware,DE,2013,HPI Index,464.67
2765,Delaware,DE,2014,HPI Index,475.69
2766,Delaware,DE,2015,HPI Index,487.05
2767,Delaware,DE,2016,HPI Index,496.44
2768,Delaware,DE,2017,HPI Index,506.62
2769,Delaware,DE,2018,HPI Index,526.62
2770,Delaware,DE,2019,HPI Index,543.72
2771,Delaware,DE,2020,HPI Index,561.55
2772,Delaware,DE,2021,HPI Index,621.23
2773,District of Columbia,DC,1975,HPI Index,100.0
2774,District of Columbia,DC,1976,HPI Index,110.56
2775,District of Columbia,DC,1977,HPI Index,124.66
2776,District of Columbia,DC,1978,HPI Index,144.02
2777,District of Columbia,DC,1979,HPI Index,169.92
2778,District of Columbia,DC,1980,HPI Index,181.98
2779,District of Columbia,DC,1981,HPI Index,178.77
2780,District of Columbia,DC,1982,HPI Index,168.39
2781,District of Columbia,DC,1983,HPI Index,183.74
2782,District of Columbia,DC,1984,HPI Index,196.39
2783,District of Columbia,DC,1985,HPI Index,206.99
2784,District of Columbia,DC,1986,HPI Index,223.94
2785,District of Columbia,DC,1987,HPI Index,248.98
2786,District of Columbia,DC,1988,HPI Index,294.38
2787,District of Columbia,DC,1989,HPI Index,330.52
2788,District of Columbia,DC,1990,HPI Index,342.73
2789,District of Columbia,DC,1991,HPI Index,343.84
2790,District of Columbia,DC,1992,HPI Index,351.18
2791,District of Columbia,DC,1993,HPI Index,345.94
2792,District of Columbia,DC,1994,HPI Index,343.55
2793,District of Columbia,DC,1995,HPI Index,338.91
2794,District of Columbia,DC,1996,HPI Index,346.44
2795,District of Columbia,DC,1997,HPI Index,346.72
2796,District of Columbia,DC,1998,HPI Index,363.1
2797,District of Columbia,DC,1999,HPI Index,390.1
2798,District of Columbia,DC,2000,HPI Index,446.6
2799,District of Columbia,DC,2001,HPI Index,509.61
2800,District of Columbia,DC,2002,HPI Index,574.8
